tweet_id,user_handle,timestamp,tweet_text,candidate,party,retweets,likes,sentiment
218,@greenFuture3,12/16/2024 10:40,Jill Stein's focus on green technology is commendable.,Jill Stein,Green Party,60,210,positive
219,@watchingNow3,12/16/2024 11:50,Robert Kennedy appeals to a broad range of voters with his policies.,Robert Kennedy,Independent,28,105,neutral
220,@freeMarket3,12/16/2024 12:30,Chase Oliver supports free-market solutions for education reform.,Chase Oliver,Libertarian Party,50,170,positive
221,@user1021,12/17/2024 8:40,Kamala Harris is dedicated to reducing student loan debt.,Kamala Harris,Democratic Party,85,330,positive
222,@policyMaker3,12/17/2024 9:30,Trump's stance on trade tariffs is affecting international relations.,Donald Trump,Republican Party,105,470,negative
223,@ecoSupport3,12/17/2024 10:10,Jill Stein's initiatives for green jobs are creating new opportunities.,Jill Stein,Green Party,60,210,positive
224,@neutralThoughts3,12/17/2024 11:25,Robert Kennedy's platform lacks clarity on several key issues.,Robert Kennedy,Independent,20,90,neutral
225,@freedomVoice3,12/17/2024 12:15,Chase Oliver emphasizes the importance of individual liberties in his campaign.,Chase Oliver,Libertarian Party,35,130,positive
226,@user1022,12/18/2024 8:35,Kamala Harris continues to advocate for affordable housing solutions.,Kamala Harris,Democratic Party,75,290,positive
227,@marketWatch3,12/18/2024 9:05,Trump's economic policies are under scrutiny from various sectors.,Donald Trump,Republican Party,115,480,neutral
228,@greenInitiative3,12/18/2024 10:20,Jill Stein is leading the charge on climate change legislation.,Jill Stein,Green Party,70,230,positive
229,@indieSupport3,12/18/2024 11:40,Robert Kennedy offers a unique perspective outside the mainstream parties.,Robert Kennedy,Independent,28,105,neutral
230,@libertyRights3,12/18/2024 12:50,Chase Oliver advocates for the protection of gun rights.,Chase Oliver,Libertarian Party,50,170,positive
231,@user1023,12/19/2024 8:25,Kamala Harris is addressing wage gaps in her latest policy proposal.,Kamala Harris,Democratic Party,80,310,positive
232,@taxPolicy3,12/19/2024 9:40,Trump's tax cuts are criticized for benefiting the wealthy.,Donald Trump,Republican Party,90,420,negative
233,@sustainableLiving4,12/19/2024 10:30,Jill Stein promotes the adoption of electric vehicles to combat pollution.,Jill Stein,Green Party,65,205,positive
234,@independantView4,12/19/2024 11:55,Robert Kennedy's policies blend elements from both major parties.,Robert Kennedy,Independent,22,95,neutral
235,@freedomAdvocate4,12/19/2024 12:40,Chase Oliver's economic plans focus on reducing government intervention.,Chase Oliver,Libertarian Party,45,150,positive
236,@user1024,12/20/2024 8:50,Kamala Harris is a beacon of hope for progressive voters.,Kamala Harris,Democratic Party,95,360,positive
237,@econDebate4,12/20/2024 9:15,Trump's trade policies are reshaping global markets.,Donald Trump,Republican Party,100,440,neutral
238,@greenEnergy4,12/20/2024 10:05,Jill Stein's solar energy initiatives could transform the power industry.,Jill Stein,Green Party,75,240,positive
239,@neutralOpinion4,12/20/2024 11:35,Robert Kennedy remains non-committal on several key issues.,Robert Kennedy,Independent,18,85,neutral
240,@libertyMovement5,12/20/2024 12:20,Chase Oliver is gaining support among young libertarians.,Chase Oliver,Libertarian Party,40,160,positive
241,@user1025,12/21/2024 8:45,Kamala Harris's foreign policy is gaining international attention.,Kamala Harris,Democratic Party,85,325,positive
242,@policyWatch4,12/21/2024 9:30,Trump's healthcare policies are facing backlash from multiple fronts.,Donald Trump,Republican Party,110,460,negative
243,@ecoFriendly3,12/21/2024 10:15,Jill Stein is pushing for zero-waste initiatives in urban areas.,Jill Stein,Green Party,60,215,positive
244,@indepThoughts5,12/21/2024 11:25,Robert Kennedy is emphasizing bipartisan cooperation in his campaign.,Robert Kennedy,Independent,25,100,neutral
245,@freedomFighter5,12/21/2024 12:35,Chase Oliver supports eliminating the IRS to enhance personal freedoms.,Chase Oliver,Libertarian Party,35,140,positive
246,@user1026,12/22/2024 8:20,Kamala Harris's climate initiatives are setting new benchmarks.,Kamala Harris,Democratic Party,90,340,positive
247,@taxReform5,12/22/2024 9:10,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative
248,@sustainableFuture5,12/22/2024 10:45,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive
249,@indieChoice5,12/22/2024 11:50,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral
250,@libertyValues5,12/22/2024 12:30,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive
251,@ecoChampion3,12/23/2024 8:30,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive
252,@policyPro3,12/23/2024 9:15,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive
253,@marketMover3,12/23/2024 10:05,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive
254,@indieInsight3,12/23/2024 11:45,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral
255,@libertyVoice4,12/23/2024 12:50,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive
256,@user1027,12/24/2024 8:25,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive
257,@taxWise3,12/24/2024 9:40,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive
258,@greenVision3,12/24/2024 10:30,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive
259,@neutralPulse3,12/24/2024 11:55,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral
260,@freedomAdvocacy3,12/24/2024 12:40,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive
261,@user1028,12/25/2024 8:50,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive
262,@econTalk3,12/25/2024 9:15,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral
263,@greenFutureNow3,12/25/2024 10:05,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive
264,@indiePerspective3,12/25/2024 11:35,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral
265,@libertyMovement6,12/25/2024 12:20,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive
266,@user1029,12/26/2024 8:45,Kamala Harris's foreign policy is earning international acclaim.,Kamala Harris,Democratic Party,85,325,positive
267,@policyDebate5,12/26/2024 9:30,Trump's healthcare policies continue to divide public opinion.,Donald Trump,Republican Party,110,460,negative
268,@ecoFriendlyLiving3,12/26/2024 10:15,Jill Stein is pushing for zero-waste initiatives in all major cities.,Jill Stein,Green Party,60,215,positive
269,@indepThoughts6,12/26/2024 11:25,Robert Kennedy is committed to bipartisan solutions.,Robert Kennedy,Independent,25,100,neutral
270,@freedomFighter6,12/26/2024 12:35,Chase Oliver advocates for eliminating unnecessary government agencies.,Chase Oliver,Libertarian Party,35,140,positive
271,@user1030,12/27/2024 8:20,Kamala Harris's climate initiatives are setting new goals.,Kamala Harris,Democratic Party,90,340,positive
272,@taxReform6,12/27/2024 9:10,Trump's latest tax reforms are under heavy criticism.,Donald Trump,Republican Party,95,410,negative
273,@sustainableFuture6,12/27/2024 10:45,Jill Stein's policies aim to create sustainable urban environments.,Jill Stein,Green Party,70,225,positive
274,@indieChoice6,12/27/2024 11:50,Robert Kennedy's independent stance is attracting a wide range of voters.,Robert Kennedy,Independent,30,115,neutral
275,@libertyValues6,12/27/2024 12:30,Chase Oliver's dedication to liberty is winning hearts.,Chase Oliver,Libertarian Party,50,175,positive
276,@ecoSupporter3,12/28/2024 8:35,Jill Stein's latest environmental initiative is making waves.,Jill Stein,Green Party,65,220,positive
277,@policyWatcher3,12/28/2024 9:05,Kamala Harris is leading comprehensive education reforms.,Kamala Harris,Democratic Party,80,310,positive
278,@marketLeader3,12/28/2024 10:20,Trump's trade policies are boosting American manufacturing.,Donald Trump,Republican Party,90,400,positive
279,@indieVision3,12/28/2024 11:40,Robert Kennedy brings innovative ideas to the forefront.,Robert Kennedy,Independent,28,105,neutral
280,@libertyAdvocate3,12/28/2024 12:50,Chase Oliver's free market policies are gaining support.,Chase Oliver,Libertarian Party,50,170,positive
281,@user1031,12/29/2024 8:25,Kamala Harris is addressing systemic inequality in her new policies.,Kamala Harris,Democratic Party,80,310,positive
282,@taxPolicyUpdate3,12/29/2024 9:40,Trump's tax cuts are seen as favoring the wealthy.,Donald Trump,Republican Party,90,420,negative
283,@sustainableLiving5,12/29/2024 10:30,Jill Stein promotes the use of electric vehicles to lower emissions.,Jill Stein,Green Party,65,205,positive
284,@independantView5,12/29/2024 11:55,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral
285,@freedomAdvocate5,12/29/2024 12:40,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive
286,@user1032,12/30/2024 8:50,Kamala Harris continues to inspire with her leadership.,Kamala Harris,Democratic Party,95,360,positive
287,@econDebate5,12/30/2024 9:15,Trump's trade approach is creating new international dynamics.,Donald Trump,Republican Party,100,440,neutral
288,@greenEnergy5,12/30/2024 10:05,Jill Stein's solar energy plans are set to revolutionize the sector.,Jill Stein,Green Party,75,240,positive
289,@neutralOpinion5,12/30/2024 11:35,Robert Kennedy remains neutral on several contentious issues.,Robert Kennedy,Independent,18,85,neutral
290,@libertyMovement7,12/30/2024 12:20,Chase Oliver is strengthening his support among libertarians.,Chase Oliver,Libertarian Party,40,160,positive
291,@user1033,12/31/2024 8:45,Kamala Harris's foreign policy initiatives are gaining global recognition.,Kamala Harris,Democratic Party,85,325,positive
292,@policyWatch5,12/31/2024 9:30,Trump's healthcare policies continue to divide the nation.,Donald Trump,Republican Party,110,460,negative
293,@ecoFriendly4,12/31/2024 10:15,Jill Stein is advocating for zero-waste cities nationwide.,Jill Stein,Green Party,60,215,positive
294,@indepThoughts7,12/31/2024 11:25,Robert Kennedy is emphasizing the need for bipartisan cooperation.,Robert Kennedy,Independent,25,100,neutral
295,@freedomFighter7,12/31/2024 12:35,Chase Oliver supports eliminating the IRS to enhance personal freedoms.,Chase Oliver,Libertarian Party,35,140,positive
296,@user1034,1/1/2024 8:20,Kamala Harris's climate change initiatives are setting new goals.,Kamala Harris,Democratic Party,90,340,positive
297,@taxReform7,1/1/2024 9:10,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative
298,@sustainableFuture7,1/1/2024 10:45,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive
299,@indieChoice7,1/1/2024 11:50,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral
300,@libertyValues7,1/1/2024 12:30,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive
301,@user1035,1/2/2024 8:25,Kamala Harris is addressing systemic inequality in her new policies.,Kamala Harris,Democratic Party,80,310,positive
302,@taxPolicyUpdate4,1/2/2024 9:40,Trump's tax cuts are seen as favoring the wealthy.,Donald Trump,Republican Party,90,420,negative
303,@sustainableLiving6,1/2/2024 10:30,Jill Stein promotes the use of electric vehicles to lower emissions.,Jill Stein,Green Party,65,205,positive
304,@independantView6,1/2/2024 11:55,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral
305,@freedomAdvocate6,1/2/2024 12:40,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive
306,@user1036,1/3/2024 8:50,Kamala Harris continues to inspire with her leadership.,Kamala Harris,Democratic Party,95,360,positive
307,@econDebate6,1/3/2024 9:15,Trump's trade approach is creating new international dynamics.,Donald Trump,Republican Party,100,440,neutral
308,@greenEnergy6,1/3/2024 10:05,Jill Stein's solar energy plans are set to revolutionize the sector.,Jill Stein,Green Party,75,240,positive
309,@neutralOpinion6,1/3/2024 11:35,Robert Kennedy remains neutral on several contentious issues.,Robert Kennedy,Independent,18,85,neutral
310,@libertyMovement8,1/3/2024 12:20,Chase Oliver is strengthening his support among libertarians.,Chase Oliver,Libertarian Party,40,160,positive
311,@user1037,1/4/2024 8:45,Kamala Harris's foreign policy initiatives are gaining global recognition.,Kamala Harris,Democratic Party,85,325,positive
312,@policyWatch6,1/4/2024 9:30,Trump's healthcare policies continue to divide the nation.,Donald Trump,Republican Party,110,460,negative
313,@ecoFriendly5,1/4/2024 10:15,Jill Stein is advocating for zero-waste cities nationwide.,Jill Stein,Green Party,60,215,positive
314,@indepThoughts8,1/4/2024 11:25,Robert Kennedy is emphasizing the need for bipartisan cooperation.,Robert Kennedy,Independent,25,100,neutral
315,@freedomFighter8,1/4/2024 12:35,Chase Oliver supports eliminating the IRS to enhance personal freedoms.,Chase Oliver,Libertarian Party,35,140,positive
316,@user1038,1/5/2024 8:20,Kamala Harris's climate change initiatives are setting new goals.,Kamala Harris,Democratic Party,90,340,positive
317,@taxReform8,1/5/2024 9:10,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative
318,@sustainableFuture8,1/5/2024 10:45,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive
319,@indieChoice8,1/5/2024 11:50,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral
320,@libertyValues8,1/5/2024 12:30,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive
321,@ecoChampion4,1/6/2024 8:30,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive
322,@policyPro4,1/6/2024 9:15,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive
323,@marketMover4,1/6/2024 10:05,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive
324,@indieInsight4,1/6/2024 11:45,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral
325,@libertyVoice5,1/6/2024 12:50,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive
326,@user1039,1/7/2024 8:25,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive
327,@taxWise4,1/7/2024 9:40,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive
328,@greenVision4,1/7/2024 10:30,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive
329,@neutralPulse4,1/7/2024 11:55,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral
330,@freedomAdvocacy4,1/7/2024 12:40,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive
331,@user1040,1/8/2024 8:50,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive
332,@econTalk4,1/8/2024 9:15,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral
333,@greenFutureNow4,1/8/2024 10:05,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive
334,@indiePerspective4,1/8/2024 11:35,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral
335,@libertyMovement9,1/8/2024 12:20,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive
336,@user1041,1/9/2024 8:45,Kamala Harris's foreign policy is earning international acclaim.,Kamala Harris,Democratic Party,85,325,positive
337,@policyDebate7,1/9/2024 9:30,Trump's healthcare policies continue to divide public opinion.,Donald Trump,Republican Party,110,460,negative
338,@ecoFriendlyLiving4,1/9/2024 10:15,Jill Stein is pushing for zero-waste initiatives in all major cities.,Jill Stein,Green Party,60,215,positive
339,@indepThoughts9,1/9/2024 11:25,Robert Kennedy is committed to bipartisan solutions.,Robert Kennedy,Independent,25,100,neutral
340,@freedomFighter9,1/9/2024 12:35,Chase Oliver advocates for eliminating unnecessary government agencies.,Chase Oliver,Libertarian Party,35,140,positive
341,@user1042,1/10/2024 8:20,Kamala Harris's climate initiatives are setting new benchmarks.,Kamala Harris,Democratic Party,90,340,positive
342,@taxReform9,1/10/2024 9:10,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative
343,@sustainableFuture9,1/10/2024 10:45,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive
344,@indieChoice9,1/10/2024 11:50,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral
345,@libertyValues9,1/10/2024 12:30,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive
346,@ecoChampion5,1/11/2024 8:30,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive
347,@policyPro5,1/11/2024 9:15,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive
348,@marketMover5,1/11/2024 10:05,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive
349,@indieInsight5,1/11/2024 11:45,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral
350,@libertyVoice6,1/11/2024 12:50,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive
351,@user1043,1/12/2024 8:25,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive
352,@taxWise5,1/12/2024 9:40,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive
353,@greenVision5,1/12/2024 10:30,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive
354,@neutralPulse5,1/12/2024 11:55,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral
355,@freedomAdvocacy5,1/12/2024 12:40,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive
356,@user1044,1/13/2024 8:50,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive
357,@econTalk5,1/13/2024 9:15,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral
358,@greenFutureNow5,1/13/2024 10:05,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive
359,@indiePerspective5,1/13/2024 11:35,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral
360,@libertyMovement10,1/13/2024 12:20,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive
361,@user1045,1/14/2024 8:45,Kamala Harris's foreign policy is earning international acclaim.,Kamala Harris,Democratic Party,85,325,positive
362,@policyDebate8,1/14/2024 9:30,Trump's healthcare policies continue to divide public opinion.,Donald Trump,Republican Party,110,460,negative
363,@ecoFriendlyLiving5,1/14/2024 10:15,Jill Stein is pushing for zero-waste initiatives in all major cities.,Jill Stein,Green Party,60,215,positive
364,@indepThoughts10,1/14/2024 11:25,Robert Kennedy is committed to bipartisan solutions.,Robert Kennedy,Independent,25,100,neutral
365,@freedomFighter10,1/14/2024 12:35,Chase Oliver advocates for eliminating unnecessary government agencies.,Chase Oliver,Libertarian Party,35,140,positive
366,@user1046,1/15/2024 8:20,Kamala Harris's climate initiatives are setting new benchmarks.,Kamala Harris,Democratic Party,90,340,positive
367,@taxReform10,1/15/2024 9:10,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative
368,@sustainableFuture10,1/15/2024 10:45,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive
369,@indieChoice10,1/15/2024 11:50,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral
370,@libertyValues10,1/15/2024 12:30,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive
371,@ecoChampion6,1/16/2024 8:30,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive
372,@policyPro6,1/16/2024 9:15,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive
373,@marketMover6,1/16/2024 10:05,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive
374,@indieInsight6,1/16/2024 11:45,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral
375,@libertyVoice7,1/16/2024 12:50,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive
376,@user1047,1/17/2024 8:25,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive
377,@taxWise6,1/17/2024 9:40,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive
378,@greenVision6,1/17/2024 10:30,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive
379,@neutralPulse6,1/17/2024 11:55,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral
380,@freedomAdvocacy6,1/17/2024 12:40,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive
381,@user1048,1/18/2024 8:50,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive
382,@econTalk6,1/18/2024 9:15,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral
383,@greenFutureNow6,1/18/2024 10:05,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive
384,@indiePerspective6,1/18/2024 11:35,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral
385,@libertyMovement11,1/18/2024 12:20,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive
386,@user1049,1/19/2024 8:45,Kamala Harris's foreign policy is earning international acclaim.,Kamala Harris,Democratic Party,85,325,positive
387,@policyDebate9,1/19/2024 9:30,Trump's healthcare policies continue to divide public opinion.,Donald Trump,Republican Party,110,460,negative
388,@ecoFriendlyLiving6,1/19/2024 10:15,Jill Stein is pushing for zero-waste initiatives in all major cities.,Jill Stein,Green Party,60,215,positive
389,@indepThoughts11,1/19/2024 11:25,Robert Kennedy is committed to bipartisan solutions.,Robert Kennedy,Independent,25,100,neutral
390,@freedomFighter11,1/19/2024 12:35,Chase Oliver advocates for eliminating unnecessary government agencies.,Chase Oliver,Libertarian Party,35,140,positive
391,@user1050,1/20/2024 8:20,Kamala Harris's climate initiatives are setting new benchmarks.,Kamala Harris,Democratic Party,90,340,positive
392,@taxReform11,1/20/2024 9:10,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative
393,@sustainableFuture11,1/20/2024 10:45,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive
394,@indieChoice11,1/20/2024 11:50,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral
395,@libertyValues11,1/20/2024 12:30,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive
396,@ecoChampion7,1/21/2024 8:30,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive
397,@policyPro7,1/21/2024 9:15,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive
398,@marketMover7,1/21/2024 10:05,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive
399,@indieInsight7,1/21/2024 11:45,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral
400,@libertyVoice8,1/21/2024 12:50,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive
401,@user1051,1/22/2024 8:30,Kamala Harris's new policy on education reform is impressive.,Kamala Harris,Democratic Party,85,320,positive
402,@politicsNew,1/22/2024 9:15,Donald Trump's latest speech on the economy was well-received.,Donald Trump,Republican Party,100,450,positive
403,@greenVisionary,1/22/2024 10:05,Jill Stein's environmental policies are a step in the right direction.,Jill Stein,Green Party,60,200,positive
404,@indieWatcher,1/22/2024 11:25,Robert Kennedy's independent run brings fresh perspectives to the race.,Robert Kennedy,Independent,30,120,neutral
405,@libertyFan3,1/22/2024 12:40,Chase Oliver's stance on gun rights is unwavering.,Chase Oliver,Libertarian Party,50,160,positive
406,@user1052,1/23/2024 8:20,Kamala Harris is making strides in healthcare accessibility.,Kamala Harris,Democratic Party,90,340,positive
407,@taxTalk4,1/23/2024 9:40,Trump's tax cuts are benefiting small businesses.,Donald Trump,Republican Party,95,420,positive
408,@sustainability3,1/23/2024 10:30,Jill Stein promotes the adoption of electric vehicles to combat pollution.,Jill Stein,Green Party,65,205,positive
409,@independantView6,1/23/2024 11:55,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral
410,@freedomAdvocate6,1/23/2024 12:40,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive
411,@user1053,1/24/2024 8:35,Kamala Harris continues to advocate for affordable housing solutions.,Kamala Harris,Democratic Party,75,290,positive
412,@marketWatch3,1/24/2024 9:05,Trump's economic policies are under scrutiny from various sectors.,Donald Trump,Republican Party,115,480,neutral
413,@greenInitiative3,1/24/2024 10:20,Jill Stein is leading the charge on climate change legislation.,Jill Stein,Green Party,70,230,positive
414,@indieSupport3,1/24/2024 11:40,Robert Kennedy offers a unique perspective outside the mainstream parties.,Robert Kennedy,Independent,28,105,neutral
415,@libertyRights3,1/24/2024 12:50,Chase Oliver advocates for the protection of gun rights.,Chase Oliver,Libertarian Party,50,170,positive
416,@user1054,1/25/2024 8:25,Kamala Harris is addressing wage gaps in her latest policy proposal.,Kamala Harris,Democratic Party,80,310,positive
417,@taxPolicy3,1/25/2024 9:40,Trump's tax cuts are seen as favoring the wealthy.,Donald Trump,Republican Party,90,420,negative
418,@sustainableLiving5,1/25/2024 10:30,Jill Stein promotes the use of electric vehicles to lower emissions.,Jill Stein,Green Party,65,205,positive
419,@independantView5,1/25/2024 11:55,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral
420,@freedomAdvocate5,1/25/2024 12:40,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive
421,@user1055,1/26/2024 8:50,Kamala Harris continues to inspire with her leadership.,Kamala Harris,Democratic Party,95,360,positive
422,@econDebate6,1/26/2024 9:15,Trump's trade approach is creating new international dynamics.,Donald Trump,Republican Party,100,440,neutral
423,@greenEnergy6,1/26/2024 10:05,Jill Stein's solar energy plans are set to revolutionize the sector.,Jill Stein,Green Party,75,240,positive
424,@neutralOpinion6,1/26/2024 11:35,Robert Kennedy remains neutral on several contentious issues.,Robert Kennedy,Independent,18,85,neutral
425,@libertyMovement8,1/26/2024 12:20,Chase Oliver is strengthening his support among libertarians.,Chase Oliver,Libertarian Party,40,160,positive
426,@user1056,1/27/2024 8:45,Kamala Harris's foreign policy initiatives are gaining global recognition.,Kamala Harris,Democratic Party,85,325,positive
427,@policyWatch6,1/27/2024 9:30,Trump's healthcare policies continue to divide the nation.,Donald Trump,Republican Party,110,460,negative
428,@ecoFriendly5,1/27/2024 10:15,Jill Stein is advocating for zero-waste cities nationwide.,Jill Stein,Green Party,60,215,positive
429,@indepThoughts8,1/27/2024 11:25,Robert Kennedy is emphasizing the need for bipartisan cooperation.,Robert Kennedy,Independent,25,100,neutral
